,volume,volumeNotional,close,tradesDone,open,date,low,high
0,2540.7467363700007,118543232.88851914,46656.84745024349,70764.0,46213.57762364689,2022-01-01,46206.11441377727,46734.1050172108
1,1882.7179491099998,88074687.03047007,46780.606235843676,56563.0,46656.473596841526,2022-01-01T01,46574.19451259004,46937.20518735723
2,1070.8379342199999,50124957.75011694,46809.09794872745,45961.0,46777.3857374936,2022-01-01T02,46726.99088486317,46926.6547139862
3,998.9332268000002,46760126.58432456,46810.06230428109,35119.0,46809.95380084592,2022-01-01T03,46759.71827041546,46907.645293290516
4,1674.83307295,78229286.068866,46708.706277859266,39600.0,46813.574536033426,2022-01-01T04,46604.473875009106,46881.28295812368
5,2003.076163190002,94532073.22617897,47193.44923741281,57334.0,46706.752743919795,2022-01-01T05,46672.04186674292,47554.63675183431
6,1132.2645814200002,53191203.444129966,46977.71555957495,38943.0,47191.792936651116,2022-01-01T06,46943.11140352915,47325.11508562557
7,1076.49302733,50810705.00924537,47200.217483312415,37297.0,46981.10555909238,2022-01-01T07,46883.04689479205,47254.522147957
8,805.7067266300002,37967882.36636482,47123.70036324717,34861.0,47197.31409343403,2022-01-01T08,47080.24059212061,47345.82593574912
9,726.6527795499997,34255865.63836443,47142.0004194828,35884.0,47124.651642478,2022-01-01T09,46935.70415880324,47213.99840466407
10,1380.2735380899999,64694266.956787735,46870.61308609206,45242.0,47144.53146489972,2022-01-01T1,46719.53525265575,47296.54465811944
11,1310.7107471499983,61287781.159217715,46759.19633106046,35677.0,46869.357134122256,2022-01-01T11,46551.19301344399,47004.84507967053
12,795.07152872,37431581.049261786,47079.513851443735,33541.0,46759.82141406076,2022-01-01T12,46757.19563508077,47151.75851652333
13,684.2369389300001,32176701.37738177,47025.67129406845,33812.0,47081.44544965075,2022-01-01T13,46942.172385670085,47202.31485628867
14,805.3729623199997,37794822.0451932,46928.34725456818,35837.0,47026.165854104,2022-01-01T14,46854.81133013758,47105.902058250824
15,2311.8922160899992,109176801.61168218,47224.00155675426,54250.0,46922.20604631539,2022-01-01T15,46874.3498573917,47489.591826649696
16,1875.7525169499997,88691432.06911206,47283.12038377301,51145.0,47224.973620962744,2022-01-01T16,47194.342539023324,47536.603183979
17,1853.2145977899984,88510428.86483674,47760.485466921906,62077.0,47281.4265205905,2022-01-01T17,47247.08427141865,47934.78547792313
18,1446.8233867599997,68821313.7046371,47567.183620631666,50495.0,47760.84329146016,2022-01-01T18,47430.06674443821,47846.475504406466
19,1369.25347566,64815795.94768442,47336.59406374139,44674.0,47567.39274677298,2022-01-01T19,47292.274695056316,47619.015902729465
20,1262.6312275300004,59855977.5328611,47405.74779696624,42513.0,47336.742090822576,2022-01-01T2,47256.986233547614,47566.17362006227
21,1348.9947841499995,63841962.02180937,47325.5810711204,43540.0,47402.946142559216,2022-01-01T21,47278.003859611985,47563.28509995368
22,867.7348022299998,41169875.42486188,47445.22787268533,41670.0,47325.32672180535,2022-01-01T22,47235.31937172748,47498.11740858231
23,1241.5499357399997,59256876.74763195,47728.146119481804,49831.0,47447.40297617022,2022-01-01T23,47285.42657812206,47819.46684187508
24,1667.6441133499998,79431471.37830044,47630.94879922358,49337.0,47727.36181599333,2022-01-02,47388.7126553789,47758.0732287469
25,763.9458344899997,36195954.48626531,47380.26290886089,41834.0,47631.42993960638,2022-01-02T01,47321.17723374735,47646.59190446591
26,786.8927876999999,37278786.414696395,47374.67034570001,37600.0,47381.25491845081,2022-01-02T02,47282.901501983506,47452.73272559125
27,632.8756631199999,29956202.56683428,47333.47213756625,34266.0,47373.92324103389,2022-01-02T03,47274.12265035137,47474.157694300164
28,1848.1487164,86698367.61751507,46910.92597050004,54201.0,47333.11484349244,2022-01-02T04,46770.76413063346,47419.865645272526
29,1085.29874064,51100563.31702234,47084.32932197854,39821.0,46911.99713529954,2022-01-02T05,46836.36207851621,47091.07152870645
30,830.60571703,39143024.624546,47125.879128920344,35881.0,47084.8799477786,2022-01-02T06,47016.51242113528,47244.30237322103
31,738.9534933699998,34861850.69757803,47177.327139479974,34356.0,47124.52583235743,2022-01-02T07,47091.675915861015,47300.86431130488
32,801.63109743,37856904.62419807,47224.84537534275,52518.0,47177.179264223385,2022-01-02T08,46974.59033509839,47249.522409128935
33,1081.6454948399987,51136052.62286461,47276.16660616597,43530.0,47224.82277086885,2022-01-02T09,47149.203131438444,47498.5158169914
34,566.6835141400002,26742207.410051163,47190.72770386691,27667.0,47276.20874984122,2022-01-02T1,47144.778882538405,47350.35803025032
35,464.9217877899999,21961922.789225057,47237.88681451302,26933.0,47189.85763388388,2022-01-02T11,47163.13012234905,47397.61241280951
36,1133.5095202599998,53609709.84751305,47295.33267194463,40146.0,47241.00908949439,2022-01-02T12,47018.06664888277,47450.0483415961
37,808.0914999199999,38093974.447655365,47140.66965365509,32037.0,47296.5804789177,2022-01-02T13,47091.2633517107,47304.324559623186
38,812.3653734500002,38274932.569575824,47115.41606829895,39401.0,47140.11509931186,2022-01-02T14,47021.26389462127,47203.31923938169
39,1260.0159577799996,59658997.636212654,47347.8111668719,46227.0,47116.140255163766,2022-01-02T15,47076.64618246573,47387.368032078586
40,1887.973247709999,90194238.43535055,47773.04897977282,56947.0,47348.04479174883,2022-01-02T16,47283.12197523153,47846.181563973296
41,2064.9262392699998,97890119.04781643,47406.10932544636,64226.0,47851.03873049746,2022-01-02T17,47329.202743695736,47987.64926676776
42,2680.88815122,126169801.857542,47062.6877141911,69345.0,47407.52649420241,2022-01-02T18,46659.34491347912,47408.68259340955
43,1875.1201788199999,87978251.8524379,46918.72704809886,48662.0,47061.15661093452,2022-01-02T19,46850.8797116945,47218.9366241431
44,895.3269421300002,42090475.06727995,47011.2906098256,37677.0,46912.29814360526,2022-01-02T2,46823.6157750335,47055.9213930378
45,765.8930795099996,36013438.78567613,47021.49653671853,34465.0,47012.45308241487,2022-01-02T21,46918.54760252088,47188.405399291245
46,968.0797453100005,45751565.841256805,47260.12093828711,38890.0,47020.69610551696,2022-01-02T22,47017.03213594563,47400.221228373186
47,1199.7480742199996,56738492.759929344,47292.00569612677,38016.0,47261.66159381367,2022-01-02T23,47260.95648398961,47472.769180312804
48,1141.2356251,53701710.3689362,47055.76060529185,41064.0,47291.12101368767,2022-01-03,47055.63871694505,47293.36511949809
49,963.1051173100001,45381223.886048816,47119.69967805882,36204.0,47055.47151159578,2022-01-03T01,46948.622765692984,47140.890880509425
50,1274.25187972,59892065.65690511,47001.74793547536,40715.0,47118.12287866138,2022-01-03T02,46866.35701376806,47119.20139970987
51,1449.5409515000001,67832293.7586839,46795.70707436057,40570.0,47002.421979049286,2022-01-03T03,46724.87452405145,47083.0627111476
52,941.86396003,44101543.69769733,46823.68746362544,32272.0,46795.20871128802,2022-01-03T04,46751.70981209872,46945.97115104765
53,1323.9167116,62334225.19234856,47083.19235355482,36452.0,46824.718594393344,2022-01-03T05,46760.99111517459,47210.99697161594
54,826.3635966100001,38778545.50154658,46926.73498763523,28826.0,47082.45309618571,2022-01-03T06,46882.481696732495,47104.22637487097
55,954.6160609,44920220.48904652,47055.79795786832,31513.0,46926.24792474313,2022-01-03T07,46860.07240509136,47082.93652689824
56,949.7347975299998,44620192.77568422,46981.73942002455,33605.0,47054.332224042206,2022-01-03T08,46928.03533614545,47138.57532849113
57,1316.4811994400006,61856280.948573515,46986.07239882019,38603.0,46980.95323945386,2022-01-03T09,46779.166743968926,47107.66454316315
58,1506.1566274500005,70983244.42559768,47128.72694108574,43732.0,46986.72171915967,2022-01-03T1,46984.165026595416,47251.288785659286
59,1734.5047017100003,82181625.7041398,47380.45715478269,43710.0,47128.31706273773,2022-01-03T11,47127.8650486576,47431.64435453642
60,1650.8370124800003,77911879.74932012,47195.379774212575,52380.0,47382.021255650005,2022-01-03T12,47177.04350941253,47572.79702439
61,1200.9071812099996,56626071.31468917,47152.74602457982,40234.0,47195.83617121537,2022-01-03T13,47129.380632984255,47451.97023188342
62,2522.4621954299996,118236397.12388018,46873.406998166975,63801.0,47154.432702121965,2022-01-03T14,46771.55488436837,47281.794945260845
63,2426.5695497899983,113239375.98774922,46666.44564032762,63584.0,46873.712163164746,2022-01-03T15,46582.4870080135,47019.94408488064
64,3629.9910726700023,168740239.04073852,46485.02865783177,76625.0,46641.69241757878,2022-01-03T16,46271.503044082245,46777.16450339065
65,1788.2146400200008,83299143.68834059,46582.2960086094,58196.0,46485.44782537724,2022-01-03T17,46415.02243123247,46791.22907306139
66,1181.82951126,54924008.16681044,46473.71523854871,49058.0,46581.69227346782,2022-01-03T18,46413.4049819701,46741.51929001567
67,1289.6243424799995,59797549.73145384,46368.19247414386,45236.0,46475.278113352644,2022-01-03T19,46363.44447402937,46649.71056702592
68,3485.198273810001,160047717.6095167,45922.126959667454,74051.0,46369.23382844733,2022-01-03T2,45696.95374988784,46412.03078995292
69,1808.3180740600003,83153043.08980192,45983.6376590034,56967.0,45917.832383343266,2022-01-03T21,45815.00785461843,46262.74394097056
70,1638.4654836700004,75731061.80304357,46220.72454856571,55257.0,45981.69004848461,2022-01-03T22,45968.27738595664,46444.62753242209
71,1772.8822717799999,82350790.49133375,46450.23067924998,48873.0,46221.71573029603,2022-01-03T23,46174.25247010176,46576.06095553911
72,1677.7448625299999,77585661.60929772,46244.01680020666,56057.0,46450.16852860813,2022-01-04,46156.90949132028,46543.36096480325
73,1345.7794312799995,61986362.38026242,46059.82298399811,47901.0,46243.56555588917,2022-01-04T01,46044.7758609852,46403.59349227656
74,1568.5139983100005,72316878.05383237,46105.34437802301,51069.0,46059.44284249352,2022-01-04T02,45942.004930282754,46267.06095245032
75,1287.7800436200002,59649661.22652821,46319.75896974663,41955.0,46105.32184797557,2022-01-04T03,46008.732953557825,46384.06947111095
76,2401.754959239957,110720865.686879,46099.9842056814,52802.0,46315.8016590949,2022-01-04T04,46002.28650495414,46411.21858588252
77,1231.2370748399997,56825194.35491601,46152.926610255374,38069.0,46099.685497890525,2022-01-04T05,46021.261120638046,46293.15225704471
78,1992.70825081,92408564.61082588,46373.35373769014,42341.0,46150.5106238144,2022-01-04T06,46063.615840015926,46394.622946634
79,2207.466406750001,102762752.89504673,46552.3518640276,50483.0,46371.90536106528,2022-01-04T07,46325.96207942335,46594.54072999429
80,1910.3023993300003,88819908.71785372,46495.20868999877,48149.0,46552.617567357185,2022-01-04T08,46394.989304359864,46683.545708455335
81,1446.3617770000008,67047303.998244345,46355.832312792314,37947.0,46495.4444728607,2022-01-04T09,46302.319318447386,46601.008410812385
82,1635.5495592499997,76264963.48715769,46629.56439065648,41559.0,46357.100906839376,2022-01-04T1,46300.69120242085,46767.67571844919
83,1701.264658130001,79508868.76846063,46735.15574928555,42241.0,46629.31143913418,2022-01-04T11,46622.345071408774,46760.355338454334
84,1478.07066971,68935222.74651322,46638.651425265365,45804.0,46733.57377773469,2022-01-04T12,46477.85798462361,46763.10118780117
85,2817.9407207299996,132379196.5674804,46977.28223792692,67954.0,46636.87684520146,2022-01-04T13,46413.21309510988,47080.565359983404
86,3879.3395609899967,183792372.2099496,47377.23246970583,76134.0,46981.65776676508,2022-01-04T14,46818.268184738954,47506.52206672627
87,3695.7344346200034,173396020.70526224,46917.878914936395,78400.0,47405.58470856997,2022-01-04T15,46846.42707818576,47549.65730644308
88,2386.759272010001,111620488.94384295,46766.546694858815,60430.0,46921.55766463224,2022-01-04T16,46643.15624622121,46924.020379329224
89,1259.0621541999997,58612550.19942112,46552.54707156469,50389.0,46765.10511334721,2022-01-04T17,46524.335488375975,46980.214592714976
90,3274.032542120001,149794856.31107435,45752.40300271396,65593.0,46550.76084901758,2022-01-04T18,45550.413077846635,46721.07610603553
91,3224.732845260002,148489875.2329051,46047.18665335911,65729.0,45726.6075553637,2022-01-04T19,45579.294948161565,46449.037072374806
92,1959.0400546100004,90629427.89926986,46262.16175927658,51249.0,46046.88755265274,2022-01-04T2,45958.459556199006,46426.08557484534
93,1480.46048406,68425629.58861424,46219.15297662284,43514.0,46261.196493345575,2022-01-04T21,46020.141481032566,46319.9932980768
94,1140.1385225699999,52626152.707449526,46157.683181184235,46263.0,46219.63260490257,2022-01-04T22,45970.554622545926,46251.525893101614
95,2023.33379484,92721635.44684139,45826.168516190664,56630.0,46153.74259201091,2022-01-04T23,45740.07054410642,46157.89948973111
96,1763.53248902,81601510.77376796,46271.623166474325,54642.0,45826.601702989756,2022-01-05,45719.690108217066,46314.37677525085
97,1247.15278812,57505260.51789248,46109.23462279056,41241.0,46271.72729087945,2022-01-05T01,46105.29171586806,46335.37668500422
98,1320.5511181099996,61141853.31395656,46300.2548522802,38122.0,46109.080933627,2022-01-05T02,46109.072322935914,46388.779467593406
99,1305.2501037199997,60598331.59588044,46426.60546294804,39368.0,46299.658673595106,2022-01-05T03,46299.38549180734,46547.57713296092
100,897.2154461799998,41642371.0180149,46412.90026304405,32087.0,46425.62545706698,2022-01-05T04,46349.195012396725,46527.75957117325
101,844.0677603900001,39083887.461139746,46304.20600720622,31096.0,46415.950339540985,2022-01-05T05,46245.18121732924,46416.28484292389
102,847.1764106800001,39352315.32260337,46451.14621524528,29783.0,46303.579780251435,2022-01-05T06,46250.24321679532,46466.837615150886
103,783.85925637,36376948.288137645,46407.499806275,30395.0,46451.34055296881,2022-01-05T07,46335.264557656265,46489.89183735315
104,1425.2801365599985,66480979.06263101,46644.14900434027,38617.0,46407.69484325744,2022-01-05T08,46257.631388731,46679.859606549384
105,2157.356534930001,101089675.84916672,46858.12206392985,50879.0,46638.93375468781,2022-01-05T09,46576.02027068297,46950.994044300605
106,2107.682241919997,98680209.6926366,46819.30118780318,48657.0,46859.25457659212,2022-01-05T1,46700.27501873756,47070.494111804976
107,2178.2915323000007,100794111.73782648,46272.094548979236,54647.0,46820.436242797776,2022-01-05T11,46111.462623108724,46859.84415565803
108,2706.433007619999,125114688.30033165,46228.62932430603,63247.0,46271.398169758555,2022-01-05T12,45836.57373155486,46347.428826375086
109,1819.9240077500006,84512243.07098353,46437.237330292315,49227.0,46228.78044791319,2022-01-05T13,46104.87976538727,46460.60000371205
110,2579.8294493399994,120478792.30785267,46700.293439426736,60206.0,46436.49391435518,2022-01-05T14,46191.29204528567,46824.933220991654
111,1822.15249249,84953819.40611745,46622.78253672761,50725.0,46699.30798911553,2022-01-05T15,46374.7327814292,46822.06087931219
112,1678.5001941000003,77713567.64574625,46299.40938875834,48004.0,46635.5822464378,2022-01-05T16,46286.979648098386,46674.83935446065
113,1531.3645195800004,70497192.9352591,46035.54022173245,46576.0,46299.2706872013,2022-01-05T17,46021.548744976884,46468.6447203151
114,3159.40223092,145083106.16335475,45921.06213747509,59829.0,45954.330761224206,2022-01-05T18,45558.87911506634,46234.5318767987
115,4888.110702399982,218434338.31432834,44686.8640284846,74372.0,45922.7655018353,2022-01-05T19,44587.77796883169,46058.17562210428
116,3732.4759220100027,163990725.914846,43936.1778458665,70199.0,44660.098428798796,2022-01-05T2,43837.406480761805,44764.85629186025
117,3475.476104549997,151538436.29377073,43602.20923268061,83467.0,44110.96589427864,2022-01-05T21,43478.25020843781,44322.854640521255
118,4026.8479089899997,174865381.6962087,43424.878626734084,96379.0,43611.59300621935,2022-01-05T22,42789.65552155701,43800.22921486082
119,3486.909421010001,151490272.68382245,43445.42814075811,86368.0,43444.781543066856,2022-01-05T23,43266.43538465384,43698.95117258194
120,2987.587895180001,130501228.0489364,43681.134288795125,78226.0,43449.09676469713,2022-01-06,43275.92173828291,43768.90096874535
121,2901.326297620002,126341875.25895251,43546.248266729766,75994.0,43681.58233774149,2022-01-06T01,43293.042830681356,43808.14881011162
122,2492.2716722099995,107808065.59671389,43256.94778736383,74091.0,43542.998292470795,2022-01-06T02,43145.79238489235,43616.177823385646
123,3302.8080620999995,141469756.9206992,42833.17536494978,80795.0,43257.138453699554,2022-01-06T03,42808.83744855356,43308.942966449606
124,3761.8631845800005,161882708.3558895,43032.587952547554,87938.0,42834.976208420834,2022-01-06T04,42634.59974457241,43153.376744170106
125,2267.3612966900005,97610839.82151687,43050.412814232,64515.0,43028.46068612616,2022-01-06T05,42800.04144058298,43243.54810026923
126,1862.4941405999998,80266401.24701679,43096.18994084947,56614.0,43049.898072127944,2022-01-06T06,42901.26795595126,43229.91081547738
127,1738.0004487400004,75152169.08297977,43240.59245063078,51734.0,43098.418230296935,2022-01-06T07,42984.54321517797,43271.83787306029
128,2065.0547824700006,88910362.26824008,43054.72330467422,55117.0,43240.91795030741,2022-01-06T08,42924.82878045554,43268.58935106603
129,3317.687958680001,141073644.5548792,42521.673620869326,73818.0,43053.096478772495,2022-01-06T09,42489.54703945398,43084.99532121715
130,2883.933975459999,123654699.85906437,42877.09112319083,65670.0,42641.51000601013,2022-01-06T1,42568.43372862425,42950.806863626225
131,2014.389343260001,86363370.53271252,42873.226480113204,57925.0,42879.50962606106,2022-01-06T11,42679.07228716296,42965.39189926605
132,2421.0834603600006,104248012.7376874,43058.41349318306,68168.0,42873.15257792522,2022-01-06T12,42629.71317802925,43070.05101581221
133,2545.490848670001,109813536.92709133,43140.41709655646,70011.0,43059.738232845295,2022-01-06T13,42901.37310399903,43196.66070589812
134,2851.34655694,122026709.66130675,42796.16918690621,69604.0,43144.04503659785,2022-01-06T14,42758.143202854066,43213.96154055233
135,3018.432157330001,129674269.18876305,42960.80296980018,73622.0,42798.7717920998,2022-01-06T15,42657.91159117066,43009.86059589186
136,2889.5786210999995,123901842.28726277,42878.86177677216,69226.0,42938.4697047937,2022-01-06T16,42735.35776386559,43118.50669232643
137,2542.14887807,109335773.89931117,43009.193852690056,62289.0,42878.752252614955,2022-01-06T17,42793.39455372653,43176.81485333609
138,2174.972883360002,94320584.43907253,43366.3266152365,54082.0,43007.457032296756,2022-01-06T18,42981.22097312039,43398.101333800165
139,2214.1532122900007,96218647.19779819,43456.18300654249,58222.0,43336.77248156855,2022-01-06T19,43229.42173167772,43508.55098169933
140,2157.1829769600004,93231012.54672442,43218.87088044324,54728.0,43433.184486657185,2022-01-06T2,43111.9552827908,43578.38579322951
141,1578.55861119,68064947.14948243,43118.416172188576,44394.0,43219.877502237476,2022-01-06T21,43065.91669561273,43253.723443206174
142,1130.40922848,48808550.47984118,43177.77071359493,45773.0,43116.63447779636,2022-01-06T22,43003.14912639484,43235.6354340153
143,1157.0505448999997,49851981.65199006,43085.39663347085,42521.0,43177.53276811377,2022-01-06T23,43053.680134126196,43235.65497556233
144,2467.6626449200003,105560738.46863806,42777.6214410622,60667.0,43086.24109519304,2022-01-07,42729.87911990113,43144.1228955188
145,1437.9487914600002,61838606.334065534,43004.73473139375,47633.0,42780.71329944937,2022-01-07T01,42776.73442248725,43028.445866482645
146,1274.8901928199998,54554170.89119682,42791.27033719308,45079.0,43005.715429016615,2022-01-07T02,42768.26197991229,43026.897832004106
147,4706.31973649,196779496.95887753,41811.75695165089,90809.0,42792.12547869482,2022-01-07T03,41689.23552808159,42822.332687520466
148,4797.666245180001,200046132.42338064,41696.55040601417,85664.0,41836.428463663455,2022-01-07T04,41169.56999433614,41899.70842933086
149,3626.108526459999,151734741.90388855,41845.06359825366,76861.0,41697.86094709524,2022-01-07T05,41525.852671499146,41948.3098896222
150,2976.5510075100015,123596426.11086778,41523.36909363462,73936.0,41844.65682633256,2022-01-07T06,41406.00016350447,41849.03092968171
151,3156.729165620001,131640679.15413831,41701.60702661461,70480.0,41522.769784213975,2022-01-07T07,41218.46502665196,41720.75190960575
152,4008.0122525800016,168661737.07379565,42081.143081642585,70095.0,41700.778438831614,2022-01-07T08,41609.47627920951,42520.83224102701
153,2418.9139069000007,102610224.38629062,42419.95719384344,61955.0,42081.84298655559,2022-01-07T09,42056.54069500259,42623.39465677863
154,1919.3310101499999,80943210.83736107,42172.61660928158,51319.0,42418.8721822421,2022-01-07T1,42169.15919076454,42522.45014202854
155,1427.7847384200002,60328534.308837354,42253.24216281893,44040.0,42171.29551338172,2022-01-07T11,42156.64986498039,42346.42842949974
156,1530.4846337000001,64889609.77200583,42398.07989129099,44510.0,42254.95774083417,2022-01-07T12,42254.54033321828,42495.56574982766
157,4370.901860649995,181313471.6901647,41481.93610167254,77842.0,42402.43291918342,2022-01-07T13,41302.234191895936,42739.10277753526
158,3685.458204240001,154400374.4809827,41894.48527820775,80662.0,41486.11931138756,2022-01-07T14,41391.79744223467,42131.15058731999
159,4681.438668190002,193112153.0998416,41250.59982351645,88187.0,41896.64521701264,2022-01-07T15,40928.17866842358,41912.36435148186
160,4412.96021789,185963173.38725355,42140.23335931395,79441.0,41341.68862698851,2022-01-07T16,40923.96645429174,42306.40757125564
161,2078.90468238,87297915.64590022,41992.26466985424,54713.0,42143.008630340926,2022-01-07T17,41759.33259758723,42170.53387063899
162,1760.2989659900002,73409154.27547413,41702.662839541284,55780.0,41992.60430651364,2022-01-07T18,41517.732378601424,41999.162765115805
163,1873.86903992,78276709.38971458,41772.774789563955,54130.0,41701.25869999612,2022-01-07T19,41512.76711837122,41892.36450834756
164,2288.38342548,95921105.6786721,41916.53575648153,56192.0,41774.900004163275,2022-01-07T2,41594.876010444554,42049.331422849034
165,1373.0620109400002,57499758.43634717,41877.02957201675,41140.0,41916.599325502546,2022-01-07T21,41849.11359754344,42026.42090247982
166,1825.88019619,75845039.16056173,41538.89138993067,54151.0,41876.38602498969,2022-01-07T22,41356.114339137355,41880.23168949251
167,1483.2518070500003,61649254.87109681,41563.57981704358,43084.0,41538.59913382505,2022-01-07T23,41335.330464516905,41595.60474173569
168,1863.8849894399993,78267365.12534185,41991.520704749666,48886.0,41564.51678663542,2022-01-08,41562.81042627379,42110.81736605167
169,1692.4287712399998,70887879.23817514,41885.29552486713,42360.0,41991.91433807272,2022-01-08T01,41848.81138134101,42242.02185515229
170,1019.3005575499997,42690081.63325776,41881.74068683729,38487.0,41885.473723017174,2022-01-08T02,41694.48821307185,41943.46171757428
171,948.4098635300002,39652811.543272495,41809.78400591908,35545.0,41881.24336025417,2022-01-08T03,41645.90965071042,41910.37143772472
172,992.8049479300001,41601140.361984774,41902.631980957805,34355.0,41810.928674731906,2022-01-08T04,41760.63619742877,41990.694182997824
173,862.0134781700003,36182080.82021052,41973.91541605912,30449.0,41900.824047074784,2022-01-08T05,41836.7464118905,41997.73452468137
174,963.1673371099998,40379041.74727948,41923.18426041885,32595.0,41973.18297473348,2022-01-08T06,41739.67570889443,41995.51840284474
175,818.30004878,34297288.54054011,41912.85163880142,31765.0,41922.77849713195,2022-01-08T07,41843.37364765433,41975.688722800056
176,1486.61863623,62387823.639737874,41966.25961716091,41537.0,41914.98069245214,2022-01-08T08,41886.4015143299,42179.40802892244
177,1200.89588069,50632590.22519307,42162.348159693116,32657.0,41965.43371060008,2022-01-08T09,41954.571046378005,42179.63130949312
178,1320.9532248299997,55374637.590224616,41920.2107609458,37722.0,42162.46394784579,2022-01-08T1,41801.40971177038,42199.02500138608
179,1041.29286997,43675270.27377513,41943.31060293674,33261.0,41919.351043288334,2022-01-08T11,41767.633751761794,41973.45359158263
180,1076.88174523,45097913.18015622,41878.24093027432,35511.0,41942.601039397894,2022-01-08T12,41774.7641435644,42061.44465301193
181,1564.70621363,65570314.01361457,41905.830910900775,42421.0,41877.617995246896,2022-01-08T13,41620.285850349515,42033.96579976957
182,1194.4672509700001,49859911.110359006,41742.38437250489,41791.0,41906.94190306824,2022-01-08T14,41715.96694879229,42000.094514417484
183,2172.5570321600003,90398982.48536864,41609.486493200195,59773.0,41745.41110576363,2022-01-08T15,41485.69755003186,41800.9870245597
184,2738.7567850700007,113223486.7447472,41341.19808008191,65071.0,41612.66666569666,2022-01-08T16,41241.05270677267,41739.27481925258
185,3438.0130303100013,140605197.43836525,40897.226449920425,72773.0,41342.96311871328,2022-01-08T17,40877.760651134115,41374.22320329116
186,3712.806935470002,151229926.82644778,40731.966260266556,76243.0,40896.137939114604,2022-01-08T18,40604.25891504989,41258.13149808866
187,3959.199740870003,161637826.98898157,40825.88340275627,82989.0,40679.444578055365,2022-01-08T19,40597.99207642472,41078.94537459273
188,2371.06313463,97147299.03240137,40972.042293408194,65215.0,40864.02709018359,2022-01-08T2,40716.8479178092,41173.74460579145
189,3810.8795241900016,159214081.41329515,41778.82832628668,74730.0,40976.14432844641,2022-01-08T21,40928.6212681894,42013.89857320851
190,3143.573437290001,131775291.25324534,41918.94793679312,77378.0,41778.44894665186,2022-01-08T22,41747.11945493415,42278.03988295563
191,1667.4703840100003,69503194.25095527,41681.8163113705,48938.0,41917.66052919886,2022-01-08T23,41659.47772985129,41954.14888157711
